Country Code,Country,Item Code,Item,Element Code,Element,Unit,Y19891991,Y19891991F,Y1990,Y1990F,Y19901992,Y19901992F,Y1991,Y1991F,Y19911993,Y19911993F,Y1992,Y1992F,Y19921994,Y19921994F,Y1993,Y1993F,Y19931995,Y19931995F,Y1994,Y1994F,Y19941996,Y19941996F,Y1995,Y1995F,Y19951997,Y19951997F,Y1996,Y1996F,Y19961998,Y19961998F,Y1997,Y1997F,Y19971999,Y19971999F,Y1998,Y1998F,Y19982000,Y19982000F,Y1999,Y1999F,Y19992001,Y19992001F,Y2000,Y2000F,Y20002002,Y20002002F,Y2001,Y2001F,Y20012003,Y20012003F,Y2002,Y2002F,Y20022004,Y20022004F,Y2003,Y2003F,Y20032005,Y20032005F,Y2004,Y2004F,Y20042006,Y20042006F,Y2005,Y2005F,Y20052007,Y20052007F,Y2006,Y2006F,Y20062008,Y20062008F,Y2007,Y2007F,Y20072009,Y20072009F,Y2008,Y2008F,Y20082010,Y20082010F,Y2009,Y2009F,Y20092011,Y20092011F,Y2010,Y2010F,Y20102012,Y20102012F,Y2011,Y2011F,Y20112013,Y20112013F,Y2012,Y2012F,Y20122014,Y20122014F,Y2013,Y2013F,Y20132015,Y20132015F,Y2014,Y2014F,Y20142016,Y20142016F,Y2015,Y2015F
"10","Australia","21020","Access to improved sanitation facilities (%)","6121","Value","%",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,,"NA"
"10","Australia","21026","Percentage of children under 5 years of age affected by wasting (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"0.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"0.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"10","Australia","21025","Percentage of children under 5 years of age who are stunted (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"0.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"1.800000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"10","Australia","21027","Percentage of children under 5 years of age who are underweight (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"0.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"0.200000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"10","Australia","21028","Percentage of adults who are underweight (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"1.000000","",,,"1.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"10","Australia","21036","Prevalence of anaemia among children under 5 years of age (%)","6121","Value","%",,,"18.800000","",,,"17.500000","",,,"16.300000","",,,"15.400000","",,,"14.600000","",,,"14.000000","",,,"13.500000","",,,"13.100000","",,,"12.800000","",,,"12.600000","",,,"12.500000","",,,"12.500000","",,,"12.500000","",,,"12.600000","",,,"12.700000","",,,"12.800000","",,,"13.000000","",,,"13.200000","",,,"13.500000","",,,"13.900000","",,,"14.500000","",,,"15.200000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"10","Australia","21039","Prevalence of anemia among pregnant women (%)","6121","Value","%",,,"29.100000","",,,"28.500000","",,,"27.900000","",,,"27.400000","",,,"26.900000","",,,"26.300000","",,,"25.800000","",,,"25.300000","",,,"24.800000","",,,"24.400000","",,,"24.000000","",,,"23.700000","",,,"23.500000","",,,"23.400000","",,,"23.500000","",,,"23.500000","",,,"23.700000","",,,"23.800000","",,,"23.900000","",,,"24.100000","",,,"24.200000","",,,"24.500000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"10","Australia","21037","Prevalence of vitamin A deficiency in the population (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"0.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"10","Australia","21038","Prevalence of iodine deficiency (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21010","Average dietary energy supply adequacy (%) (3-year average)","6121","Value","%",,"NA",,,"140.000000","",,,"140.000000","",,,"141.000000","",,,"141.000000","",,,"143.000000","",,,"143.000000","",,,"145.000000","",,,"146.000000","",,,"149.000000","",,,"150.000000","",,,"150.000000","",,,"149.000000","",,,"147.000000","",,,"147.000000","",,,"148.000000","",,,"149.000000","",,,"149.000000","",,,"149.000000","",,,"149.000000","",,,"149.000000","",,,"149.000000","",,,"149.000000","",,,"150.000000","",,,"150.000000","",,,"151.000000","",,
"11","Austria","21011","Average value of food production (constant I$ per person) (3-year average)","6122","Value","I$ per person",,"NA",,,"505.000000","",,,"499.000000","",,,"500.000000","",,,"499.000000","",,,"500.000000","",,,"497.000000","",,,"507.000000","",,,"525.000000","",,,"530.000000","",,,"528.000000","",,,"516.000000","",,,"512.000000","",,,"510.000000","",,,"507.000000","",,,"503.000000","",,,"500.000000","",,,"507.000000","",,,"515.000000","",,,"516.000000","",,,"519.000000","",,,"514.000000","",,,"510.000000","",,,,"NA",,,,"NA",,,,"NA",,
"11","Austria","21012","Share of dietary energy supply derived from cereals, roots and tubers (%) (3-year average)","6121","Value","%",,"NA",,,"24.000000","",,,"24.000000","",,,"23.000000","",,,"24.000000","",,,"25.000000","",,,"25.000000","",,,"26.000000","",,,"26.000000","",,,"27.000000","",,,"27.000000","",,,"28.000000","",,,"28.000000","",,,"28.000000","",,,"28.000000","",,,"28.000000","",,,"28.000000","",,,"27.000000","",,,"27.000000","",,,"26.000000","",,,"26.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"11","Austria","21013","Average protein supply (g/capita/day) (3-year average)","6123","Value","g/capita/day",,"NA",,,"103.000000","",,,"103.000000","",,,"104.000000","",,,"104.000000","",,,"106.000000","",,,"106.000000","",,,"108.000000","",,,"109.000000","",,,"111.000000","",,,"112.000000","",,,"112.000000","",,,"111.000000","",,,"109.000000","",,,"108.000000","",,,"107.000000","",,,"107.000000","",,,"106.000000","",,,"107.000000","",,,"106.000000","",,,"106.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"11","Austria","21014","Average supply of protein of animal origin (g/capita/day) (3-year average)","6123","Value","g/capita/day",,"NA",,,"67.000000","",,,"67.000000","",,,"69.000000","",,,"68.000000","",,,"69.000000","",,,"70.000000","",,,"71.000000","",,,"71.000000","",,,"70.000000","",,,"70.000000","",,,"70.000000","",,,"69.000000","",,,"67.000000","",,,"66.000000","",,,"65.000000","",,,"64.000000","",,,"64.000000","",,,"64.000000","",,,"64.000000","",,,"64.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"11","Austria","21015","Percentage of paved roads over total roads (%)","6121","Value","%",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21017","Road density (per 100 square km of land area)","6124","Value","per 100 square km of land area",,,"128.600000","",,,"133.800000","",,,"130.000000","",,,"154.300000","",,,"154.100000","",,,"155.000000","",,,"153.900000","",,,"154.300000","",,,"159.000000","",,,"158.500000","",,,"126.400000","",,,"126.500000","",,,"127.600000","",,,"127.600000","",,,"127.800000","",,,"127.700000","",,,"128.100000","",,,"127.900000","",,,"127.300000","",,,"127.300000","",,,"131.400000","",,,"136.600000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21016","Rail-lines density (per 100 square km of land area)","6124","Value","per 100 square km of land area",,,"6.700000","",,,"6.700000","",,,"6.700000","",,,"6.700000","",,,"6.700000","",,,"6.800000","",,,"6.800000","",,,"6.800000","",,,"6.700000","",,,"6.400000","",,,"6.900000","",,,"6.700000","",,,"6.700000","",,,"6.700000","",,,"6.400000","",,,"6.900000","",,,"6.900000","",,,"6.900000","",,,"6.900000","",,,"6.900000","",,,"6.000000","",,,"6.000000","",,,"5.900000","",,,"5.900000","",,,"6.000000","",,,,"NA"
"11","Austria","21018","Domestic food price index (index)","6125","Value","index",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"1.390000","",,,"1.400000","",,,"1.400000","",,,"1.410000","",,,"1.400000","",,,"1.400000","",,,"1.410000","",,,"1.420000","",,,"1.440000","",,,"1.400000","",,,"1.400000","",,,"1.400000","",,,"1.410000","",,,"1.430000","",,,"1.430000","",,,,"NA"
"11","Austria","22013","Gross domestic product per capita, PPP (constant 2011 international $)","6126","Value","I$",,,"31112.900000","",,,"31864.000000","",,,"32175.000000","",,,"32078.900000","",,,"32723.300000","",,,"33544.900000","",,,"34303.100000","",,,"35019.800000","",,,"36226.700000","",,,"37454.300000","",,,"38622.900000","",,,"38995.000000","",,,"39446.100000","",,,"39551.300000","",,,"40370.200000","",,,"40954.400000","",,,"42117.800000","",,,"43501.900000","",,,"44036.900000","",,,"42253.100000","",,,"42964.600000","",,,"44022.400000","",,,"44154.000000","",,,"44037.900000","",,,"43908.100000","",,,,"NA"
"11","Austria","21001","Number of people undernourished (millions) (3-year average)","6132","Value","millions",,"NA",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,
"11","Austria","21004","Prevalence of undernourishment (%) (3-year average)","6121","Value","%",,"NA",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,
"11","Austria","21022","Share of food expenditure of the poor (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21023","Depth of the food deficit (kcal/capita/day) (3-year average)","6128","Value","kcal/capita/day",,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"11","Austria","21024","Prevalence of food inadequacy (%) (3-year average)","6121","Value","%",,"NA",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,
"11","Austria","21035","Cereal import dependency ratio (%) (3-year average)","6121","Value","%",,"NA",,,"-17.800000","",,,"-13.200000","",,,"-14.400000","",,,"-9.300000","",,,"-8.600000","",,,"-5.900000","",,,"-6.200000","",,,"-8.600000","",,,"-9.800000","",,,"-8.900000","",,,"-6.700000","",,,"-6.800000","",,,"-4.800000","",,,"-5.500000","",,,"-4.800000","",,,"-5.800000","",,,"-4.400000","",,,"-1.400000","",,,"1.300000","",,,"6.300000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"11","Austria","21034","Percentage of arable land equipped for irrigation (%) (3-year average)","6121","Value","%",,"NA",,,"5.300000","",,,"5.700000","",,,"6.200000","",,,"6.500000","",,,"6.700000","",,,"6.800000","",,,"6.800000","",,,"6.900000","",,,"6.900000","",,,"6.800000","",,,"6.500000","",,,"6.400000","",,,"6.800000","",,,"7.600000","",,,"8.300000","",,,"8.600000","",,,"8.600000","",,,"8.500000","",,,"8.600000","",,,"8.600000","",,,"8.700000","",,,"8.800000","",,,,"NA",,,,"NA",,,,"NA",,
"11","Austria","21033","Value of food imports over total merchandise exports (%) (3-year average)","6121","Value","%",,"NA",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"4.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"5.000000","",,,"6.000000","",,,"6.000000","",,,"6.000000","",,,"6.000000","",,,,"NA",,,,"NA",,,,"NA",,
"11","Austria","21032","Political stability and absence of violence/terrorism (index)","6125","Value","index",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"1.330000","",,,,"NA",,,"1.070000","",,,,"NA",,,"0.790000","",,,,"NA",,,"1.280000","",,,"0.950000","",,,"1.070000","",,,"1.100000","",,,"1.080000","",,,"1.280000","",,,"1.340000","",,,"1.170000","",,,"1.120000","",,,"1.180000","",,,"1.320000","",,,"1.340000","",,,"1.290000","",,,,"NA"
"11","Austria","21029","Domestic food price volatility (index)","6125","Value","index",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"3.600000","",,,"6.800000","",,,"5.500000","",,,"6.400000","",,,"5.600000","",,,"4.600000","",,,"5.500000","",,,"7.500000","",,,"6.500000","",,,"6.500000","",,,"6.800000","",,,"5.100000","",,,"6.500000","",,,"5.100000","",,,"5.900000","",,,,"NA"
"11","Austria","21030","Per capita food production variability (I$ per person constant 2004-06)","6127","Value","1000 I$",,,"11.500000","",,,"9.700000","",,,"9.900000","",,,"12.200000","",,,"8.200000","",,,"8.700000","",,,"8.800000","",,,"7.800000","",,,"7.900000","",,,"12.600000","",,,"22.900000","",,,"20.700000","",,,"17.000000","",,,"14.700000","",,,"17.900000","",,,"6.500000","",,,"7.300000","",,,"10.300000","",,,"8.800000","",,,"12.600000","",,,"12.600000","",,,"12.500000","",,,"11.300000","",,,"11.600000","",,,,"NA",,,,"NA"
"11","Austria","21031","Per capita food supply variability (kcal/capita/day)","6128","Value","kcal/capita/day",,,"20.000000","",,,"21.000000","",,,"22.000000","",,,"22.000000","",,,"35.000000","",,,"38.000000","",,,"37.000000","",,,"25.000000","",,,"28.000000","",,,"42.000000","",,,"62.000000","",,,"70.000000","",,,"72.000000","",,,"36.000000","",,,"60.000000","",,,"74.000000","",,,"63.000000","",,,"34.000000","",,,"33.000000","",,,"33.000000","",,,"20.000000","",,,"10.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21019","Access to improved water sources (%)","6121","Value","%",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,,"NA"
"11","Austria","21020","Access to improved sanitation facilities (%)","6121","Value","%",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,"100.000000","",,,,"NA"
"11","Austria","21026","Percentage of children under 5 years of age affected by wasting (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21025","Percentage of children under 5 years of age who are stunted (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21027","Percentage of children under 5 years of age who are underweight (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21028","Percentage of adults who are underweight (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"2.200000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"2.600000","",,,"2.600000","",,,"2.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21036","Prevalence of anaemia among children under 5 years of age (%)","6121","Value","%",,,"19.000000","",,,"17.500000","",,,"16.200000","",,,"15.200000","",,,"14.400000","",,,"13.700000","",,,"13.100000","",,,"12.700000","",,,"12.400000","",,,"12.100000","",,,"11.900000","",,,"11.800000","",,,"11.700000","",,,"11.700000","",,,"11.700000","",,,"11.800000","",,,"11.800000","",,,"12.000000","",,,"12.200000","",,,"12.600000","",,,"13.100000","",,,"13.800000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21039","Prevalence of anemia among pregnant women (%)","6121","Value","%",,,"29.700000","",,,"29.100000","",,,"28.600000","",,,"28.000000","",,,"27.500000","",,,"27.000000","",,,"26.500000","",,,"26.100000","",,,"25.600000","",,,"25.200000","",,,"24.800000","",,,"24.500000","",,,"24.300000","",,,"24.200000","",,,"24.200000","",,,"24.300000","",,,"24.300000","",,,"24.400000","",,,"24.600000","",,,"24.700000","",,,"24.900000","",,,"25.100000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21037","Prevalence of vitamin A deficiency in the population (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"11","Austria","21038","Prevalence of iodine deficiency (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"52","Azerbaijan","21010","Average dietary energy supply adequacy (%) (3-year average)","6121","Value","%",,"NA",,,"103.000000","",,,"99.000000","",,,"98.000000","",,,"95.000000","",,,"95.000000","",,,"94.000000","",,,"94.000000","",,,"94.000000","",,,"98.000000","",,,"102.000000","",,,"106.000000","",,,"110.000000","",,,"114.000000","",,,"119.000000","",,,"121.000000","",,,"121.000000","",,,"120.000000","",,,"120.000000","",,,"121.000000","",,,"122.000000","",,,"123.000000","",,,"124.000000","",,,"125.000000","",,,"126.000000","",,,"127.000000","",,
"52","Azerbaijan","21011","Average value of food production (constant I$ per person) (3-year average)","6122","Value","I$ per person",,"NA",,,"196.000000","",,,"160.000000","",,,"166.000000","",,,"147.000000","",,,"142.000000","",,,"140.000000","",,,"143.000000","",,,"149.000000","",,,"160.000000","",,,"173.000000","",,,"185.000000","",,,"195.000000","",,,"200.000000","",,,"208.000000","",,,"215.000000","",,,"223.000000","",,,"227.000000","",,,"236.000000","",,,"244.000000","",,,"251.000000","",,,"257.000000","",,,"266.000000","",,,,"NA",,,,"NA",,,,"NA",,
"52","Azerbaijan","21012","Share of dietary energy supply derived from cereals, roots and tubers (%) (3-year average)","6121","Value","%",,"NA",,,"67.000000","",,,"71.000000","",,,"69.000000","",,,"69.000000","",,,"68.000000","",,,"69.000000","",,,"69.000000","",,,"70.000000","",,,"69.000000","",,,"69.000000","",,,"69.000000","",,,"68.000000","",,,"68.000000","",,,"68.000000","",,,"67.000000","",,,"66.000000","",,,"66.000000","",,,"65.000000","",,,"65.000000","",,,"63.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"52","Azerbaijan","21013","Average protein supply (g/capita/day) (3-year average)","6123","Value","g/capita/day",,"NA",,,"69.000000","",,,"67.000000","",,,"66.000000","",,,"64.000000","",,,"62.000000","",,,"62.000000","",,,"63.000000","",,,"64.000000","",,,"67.000000","",,,"70.000000","",,,"72.000000","",,,"75.000000","",,,"78.000000","",,,"81.000000","",,,"83.000000","",,,"84.000000","",,,"84.000000","",,,"85.000000","",,,"87.000000","",,,"88.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"52","Azerbaijan","21014","Average supply of protein of animal origin (g/capita/day) (3-year average)","6123","Value","g/capita/day",,"NA",,,"20.000000","",,,"18.000000","",,,"18.000000","",,,"16.000000","",,,"16.000000","",,,"16.000000","",,,"16.000000","",,,"17.000000","",,,"18.000000","",,,"18.000000","",,,"18.000000","",,,"18.000000","",,,"19.000000","",,,"20.000000","",,,"21.000000","",,,"22.000000","",,,"22.000000","",,,"24.000000","",,,"26.000000","",,,"28.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"52","Azerbaijan","21015","Percentage of paved roads over total roads (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"52.000000","",,,"52.000000","",,,"52.100000","",,,"52.400000","",,,"52.600000","",,,"52.500000","",,,"54.200000","",,,"54.600000","",,,"54.700000","",,,"54.400000","",,,"54.700000","",,,"55.600000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"52","Azerbaijan","21017","Road density (per 100 square km of land area)","6124","Value","per 100 square km of land area",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"21.700000","",,,"21.700000","",,,"21.700000","",,,"21.700000","",,,"21.700000","",,,"21.700000","",,,"21.700000","",,,"21.700000","",,,"21.800000","",,,"21.900000","",,,"21.900000","",,,"21.900000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"52","Azerbaijan","21016","Rail-lines density (per 100 square km of land area)","6124","Value","per 100 square km of land area",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"2.400000","",,,"2.400000","",,,"2.400000","",,,"2.400000","",,,"2.500000","",,,,"NA",,,"2.500000","",,,"2.500000","",,,"2.500000","",,,,"NA",,,"2.400000","",,,"2.400000","",,,"2.400000","",,,"2.400000","",,,"2.400000","",,,"2.400000","",,,"2.400000","",,,,"NA"
"52","Azerbaijan","21018","Domestic food price index (index)","6125","Value","index",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"52","Azerbaijan","22013","Gross domestic product per capita, PPP (constant 2011 international $)","6126","Value","I$",,,"8513.300000","",,,"8323.500000","",,,"6345.500000","",,,"4806.100000","",,,"3807.500000","",,,"3319.800000","",,,"3329.100000","",,,"3488.400000","",,,"3801.000000","",,,"4046.600000","",,,"4459.000000","",,,"4862.600000","",,,"5338.100000","",,,"5891.100000","",,,"6435.400000","",,,"8051.700000","",,,"10711.200000","",,,"13243.200000","",,,"14365.000000","",,,"15393.900000","",,,"15950.300000","",,,"15754.200000","",,,"15888.200000","",,,"16593.200000","",,,"16710.300000","",,,,"NA"
"52","Azerbaijan","21001","Number of people undernourished (millions) (3-year average)","6132","Value","millions",,"NA",,,"1.800000","",,,"1.800000","",,,"1.800000","",,,"1.800000","",,,"2.000000","",,,"2.100000","",,,"2.200000","",,,"2.300000","",,,"2.100000","",,,"1.800000","",,,"1.400000","",,,"1.100000","",,,"0.800000","",,,"0.600000","",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,
